"game_id","team_id","team_name","pts","fgm","fga","fg_pct","fg3m","fg3a","fg3_pct","ftm","fta","ft_pct","oreb","dreb","reb","ast","tov","stl","blk","pf","time_collected"
"0042400401","1610612754","Pacers",45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,18,0,4,NULL,"2025-06-05 21:53:32.879958"
"0042400401","1610612760","Thunder",57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,4,11,4,NULL,"2025-06-05 21:54:03.249533"
"0042400401","1610612754","Pacers",45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,18,0,4,NULL,"2025-06-05 21:54:03.249533"
"0042400401","1610612760","Thunder",57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,4,12,3,NULL,"2025-06-05 21:54:33.551637"
"0042400401","1610612754","Pacers",45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,19,0,4,NULL,"2025-06-05 21:54:33.551637"
"0042400401","1610612760","Thunder",57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,4,12,3,NULL,"2025-06-05 21:55:03.849384"
"0042400401","1610612754","Pacers",45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,19,0,4,NULL,"2025-06-05 21:55:03.849384"
"0042400401","1610612760","Thunder",57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,4,12,3,NULL,"2025-06-05 21:55:34.111944"
"0042400401","1610612754","Pacers",45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,19,0,4,NULL,"2025-06-05 21:55:34.111944"
"0042400401","1610612760","Thunder",57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,4,12,3,NULL,"2025-06-05 21:56:04.495377"
"0042400401","1610612754","Pacers",45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,19,0,4,NULL,"2025-06-05 21:56:04.495377"
"0042400401","1610612760","Thunder",57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,4,12,3,NULL,"2025-06-05 21:56:34.828162"
"0042400401","1610612754","Pacers",45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,19,0,4,NULL,"2025-06-05 21:56:34.828162"
"0042400401","1610612760","Thunder",59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,4,12,3,NULL,"2025-06-05 21:57:05.204584"
"0042400401","1610612754","Pacers",45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,19,0,4,NULL,"2025-06-05 21:57:05.204584"
